sysbench 1.0.18 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
25 files, 4GiB each
100GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 124s ] reads: 130.13 MiB/s writes: 233.87 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.913
[ 125s ] reads: 517.71 MiB/s writes: 211.76 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.028
[ 126s ] reads: 276.28 MiB/s writes: 341.74 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.956
[ 127s ] reads: 389.46 MiB/s writes: 86.58 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.774
[ 128s ] reads: 442.15 MiB/s writes: 365.88 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 129s ] reads: 200.56 MiB/s writes: 85.02 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.565
[ 130s ] reads: 532.67 MiB/s writes: 354.91 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.130
[ 131s ] reads: 118.57 MiB/s writes: 197.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 132s ] reads: 598.09 MiB/s writes: 258.00 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 133s ] reads: 101.16 MiB/s writes: 327.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.039
[ 134s ] reads: 583.50 MiB/s writes: 145.16 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.304
[ 135s ] reads: 283.68 MiB/s writes: 350.11 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.176
[ 136s ] reads: 375.02 MiB/s writes: 116.74 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.879
[ 137s ] reads: 431.60 MiB/s writes: 328.60 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 138s ] reads: 280.02 MiB/s writes: 148.51 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.039
[ 139s ] reads: 484.63 MiB/s writes: 293.13 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 140s ] reads: 152.70 MiB/s writes: 290.26 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.550
[ 141s ] reads: 434.10 MiB/s writes: 89.07 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.913
[ 142s ] reads: 99.31 MiB/s writes: 154.31 MiB/s fsyncs: 0.00/s latency (ms,95%): 9.734
[ 143s ] reads: 559.84 MiB/s writes: 311.93 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 144s ] reads: 292.97 MiB/s writes: 341.31 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.487
[ 145s ] reads: 399.61 MiB/s writes: 123.98 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
[ 146s ] reads: 433.79 MiB/s writes: 328.10 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.130
[ 147s ] reads: 210.74 MiB/s writes: 137.68 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.565
[ 148s ] reads: 532.04 MiB/s writes: 275.50 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 149s ] reads: 137.86 MiB/s writes: 354.09 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.790
[ 150s ] reads: 584.36 MiB/s writes: 144.90 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.488
[ 151s ] reads: 114.53 MiB/s writes: 344.91 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.550
[ 152s ] reads: 672.06 MiB/s writes: 167.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
